Invoice Number,Customer Name,Ship To,Date,Ship Mode,Balance Due,Item,Quantity,Rate,Amount
11713,"Jim Sink
Ship To","Worcester, England,
United Kingdom
Jun 06 2012
First Class
",Ship Mode,Balance Due,,,,,
7215,"Jim Sink
Ship To","Managua, Managua,
Nicaragua
Dec 04 2012
Second Class
",Ship Mode,Balance Due,,,,,
48482,"Joe Kamberova
Ship To","Vladimir, Vladimir,
Russia
Aug 29 2012
Same Day
",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-4744",22,569.22,109.27
48487,"Joe Kamberova
Ship To","Vladimir, Vladimir,
Russia
Aug 29 2012
Same Day
",Ship Mode,Balance Due,,,,,
19982,"Joel Jenkins
Ship To","Montreuil, Ile",Ship Mode,Balance Due,,"$5,169.36",3707,775.40,133.86
19393,"John Castell
Ship To","Bonn, North Rhine",Ship Mode,Balance Due,,,,,
29555,"John Castell
Ship To","Bundaberg,
Queensland,
Australia
Feb 05 2013
First Class
",Ship Mode,Balance Due,,"$1,639.87",5378,163.99,320.92
15811,"John Huston
Ship To","Hamburg, Hamburg,
Germany
Feb 01 2013
First Class
",Ship Mode,Balance Due,,,,,
15812,"John Huston
Ship To","Hamburg, Hamburg,
Germany
Feb 01 2013
First Class
",Ship Mode,Balance Due,,,,,
16892,"John Huston
Ship To","Crewe, England,
United Kingdom
Apr 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
50394,"John Huston
Ship To","Port Elizabeth,
Eastern Cape, South
Africa
Feb 10 2012
Second Class
",Ship Mode,Balance Due,,,,,
5954,"John Lee
Ship To","Manzanillo, Granma,
Cuba
Jun 05 2012
First Class
",Ship Mode,Balance Due,,,,,
30385,"John Lucas
Ship To","Auckland, Auckland,
New Zealand
Feb 12 2013
Same Day
",Ship Mode,Balance Due,,,,,
18704,"John Murray
Ship To","Givors, Auvergne",Ship Mode,Balance Due,,,,,
18705,"John Murray
Ship To","Givors, Auvergne",Ship Mode,Balance Due,,"$1,392.84",3787,208.93,158.88
18706,"John Murray
Ship To","Givors, Auvergne",Ship Mode,Balance Due,,,,,
6916,"John Murray
Ship To","Morelia, Michoacán,
Mexico
Oct 06 2012
Same Day
",Ship Mode,Balance Due,,,,,
27551,"John Stevenson
Ship To","Vadodara, Gujarat,
India
May 29 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23832,"Joni Wasserman
Ship To","Kollam, Kerala, India
Nov 21 2012
Same Day
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-5940",56,664.56,87.62
4585,Joy Bell,"León, León,
Nicaragua
Oct 26 2012
First Class
",Ship Mode,Balance Due,,,,,
24115,"Joy Daniels
Ship To","Manila, National
Capital, Philippines
Nov 03 2012
Second Class
",Ship Mode,Balance Due,,,,,
47713,"Joy Daniels
Ship To","Kaduna, Kaduna,
Nigeria
Dec 16 2012
First Class
",Ship Mode,Balance Due,,"$1,912.58",26,122.78,942.46
27563,"Joy Smith
Ship To","Jakarta, Jakarta,
Indonesia
Jun 24 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27564,"Joy Smith
Ship To","Jakarta, Jakarta,
Indonesia
Jun 24 2012
Standard Class
",Ship Mode,Balance Due,,,,,
4785,"Julia West
Ship To","Nuevo Laredo,
Tamaulipas, Mexico
Mar 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23022,"Juliana Krohn
Ship To","Gold Coast,
Queensland,
Australia
Sep 07 2012
Standard Class
",Ship Mode,Balance Due,,"$3,335.18",4851,333.52,150.40
2371,"Juliana Krohn
Ship To","Irapuato, Guanajuato,
Mexico
Dec 26 2012
Standard Class
",Ship Mode,Balance Due,,,,,
10425,"Julie Creighton
Ship To","Namur, Namur,
Belgium
Feb 24 2012
Standard Class
",Ship Mode,Balance Due,,,,,
45011,"Justin Deggeller
Ship To","Riyadh, Ar Riyad,
Saudi Arabia
Jun 22 2012
Standard Class
",Ship Mode,Balance Due,,,,,
45015,"Justin Deggeller
Ship To","Riyadh, Ar Riyad,
Saudi Arabia
Jun 22 2012
Standard Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-5379",95,457.95,73.37
17794,"Justin Hirsh
Ship To","Hamm, North Rhine",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5839",00,639.00,114.36
4817,"Justin Hirsh
Ship To","Buenos Aires,
Buenos Aires,
Argentina
Dec 21 2012
First Class
",Ship Mode,Balance Due,,,,,
9575,"Justin Hirsh
Ship To","Chinautla,
Guatemala,
Guatemala
Jul 12 2012
First Class
",Ship Mode,Balance Due,,,,,
27059,"Karen Carlisle
Ship To","Canberra, Australian
Capital Territory,
Australia
May 18 2012
Standard Class
",Ship Mode,Balance Due,,,,,
7612,"Karl Braun
Ship To","Villa Nueva,
Guatemala,
Guatemala
Oct 02 2012
First Class
",Ship Mode,Balance Due,,"$6,235.66",3680,12.47,92.16
24095,"Katharine Harms
Ship To","Bijie, Guizhou, China
Aug 08 2012
Second Class
",Ship Mode,Balance Due,,,,,
12230,"Katherine Nockton
Ship To","Blackpool, England,
United Kingdom
Dec 25 2012
Standard Class
",Ship Mode,Balance Due,,,,,
24476,"Katherine Nockton
Ship To","Semarang, Jawa
Tengah, Indonesia
Oct 25 2012
Standard Class
",Ship Mode,Balance Due,,"$2,649.86",3688,185.49,69.77
4855,"Katrina Edelman
Ship To","Curitiba, Parana,
Brazil
Oct 05 2012
Second Class
",Ship Mode,Balance Due,,,,,
6501,"Katrina Edelman
Ship To","Ilopango, San
Salvador, El Salvador
Aug 17 2012
First Class
",Ship Mode,Balance Due,,"$7,851.71",5990,15.70,178.32
20303,"Kean Nguyen
Ship To","Sydney, New South
Wales, Australia
Jan 03 2012
Same Day
",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-4733",10,276.10,27.61
13242,"Kelly Lampkin
Ship To","Vienna, Vienna,
Austria
Jan 11 2013
Standard Class
",Ship Mode,Balance Due,,,,,
20869,"Ken Brennan
Ship To","Lucknow, Uttar
Pradesh, India
Aug 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23576,"Ken Brennan
Ship To","Ichalkaranji,
Maharashtra, India
May 17 2012
Second Class
",Ship Mode,Balance Due,,,,,
10716,"Ken Heidel
Ship To","Dresden, Saxony,
Germany
Feb 02 2012
First Class
",Ship Mode,Balance Due,,,,,
30450,"Ken Lonsdale
Ship To","Papakura, Auckland,
New Zealand
Jan 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
16948,"Khloe Miller
Ship To","Augsburg, Bavaria,
Germany
Aug 08 2012
First Class
",Ship Mode,Balance Due,,,,,
29114,"Kristen Hastings
Ship To","Perth, Western
Australia, Australia
Aug 14 2012
First Class
",Ship Mode,Balance Due,,"$1,360.31",5807,136.03,136.79
19542,"Kristina Nunn
Ship To","Madrid, Madrid,
Spain
Oct 11 2012
Same Day
",Ship Mode,Balance Due,,"$1,101.60",6066,110.16,67.66
22335,"Kristina Nunn
Ship To","Licheng, Jiangsu,
China
Aug 02 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22587,"Kunst Miller
Ship To","Kota Kinabalu,
Sabah, Malaysia
May 22 2012
Same Day
",Ship Mode,Balance Due,,,,,
22588,"Kunst Miller
Ship To","Kota Kinabalu,
Sabah, Malaysia
May 22 2012
Same Day
",Ship Mode,Balance Due,,,,,
4449,"Larry Blacks
Ship To","San Juan, San Juan,
Argentina
Sep 20 2012
Same Day
",Ship Mode,Balance Due,,,,,
2641,"Larry Hughes
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Aug 08 2012
Same Day
",Ship Mode,Balance Due,,,,,
2642,"Larry Hughes
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Aug 08 2012
Same Day
",Ship Mode,Balance Due,,,,,
5902,"Larry Tron
Ship To","Managua, Managua,
Nicaragua
Jan 23 2012
Same Day
",Ship Mode,Balance Due,,,,,
17476,"Laura Armstrong
Ship To","Le Havre, Normandy,
France
Dec 20 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27096,"Laura Armstrong
Ship To","Varanasi, Uttar
Pradesh, India
Dec 04 2012
Second Class
",Ship Mode,Balance Due,,,,,
9185,"Laura Armstrong
Ship To","São Gonçalo, Rio de
Janeiro, Brazil
Jun 03 2012
Same Day
",Ship Mode,Balance Due,,,,,
9187,"Laura Armstrong
Ship To","São Gonçalo, Rio de
Janeiro, Brazil
Jun 03 2012
Same Day
",Ship Mode,Balance Due,,,,,
13570,"Lauren Leatherbury
Ship To","Glasgow, Scotland,
United Kingdom
Jun 27 2012
Standard Class
",Ship Mode,Balance Due,,,,,
5057,"Lela Donovan
Ship To","Morelia, Michoacán,
Mexico
May 30 2012
Standard Class
",Ship Mode,Balance Due,,"$2,285.20",4590,4.57,173.68
23952,"Lena Radford
Ship To","Ajmer, Rajasthan,
India
Jan 06 2013
Standard Class
",Ship Mode,Balance Due,,,,,
6752,"Lena Radford
Ship To","San Salvador, San
Salvador, El Salvador
Mar 24 2012
Standard Class
",Ship Mode,Balance Due,,"$9,778.44",4776,19.56,98.38
26292,"Lindsay Castell
Ship To","Rajkot, Gujarat, India
Nov 28 2012
Standard Class
",Ship Mode,Balance Due,,,,,
46681,"Lindsay Williams
Ship To","Mosul, Ninawa, Iraq
Jan 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
1306,"Lisa DeCherney
Ship To","Resistencia, Chaco,
Argentina
Nov 07 2012
Second Class
",Ship Mode,Balance Due,,"$2,368.22",5413,947.29,115.72
5694,"Lisa DeCherney
Ship To","Río Bravo,
Tamaulipas, Mexico
Nov 24 2012
First Class
",Ship Mode,Balance Due,,"$1,978.27",3624,395.65,104.52
10408,"Lisa Ryan
Ship To","Hamburg, Hamburg,
Germany
Dec 02 2012
Same Day
",Ship Mode,Balance Due,,,,,
10411,"Lisa Ryan
Ship To","Hamburg, Hamburg,
Germany
Dec 02 2012
Same Day
",Ship Mode,Balance Due,,"$2,971.40",3640,297.14,138.31
26843,"Lisa Ryan
Ship To","Agra, Uttar Pradesh,
India
Oct 13 2012
Second Class
",Ship Mode,Balance Due,,,,,
26879,"Liz Pelletier
Ship To","Melbourne, Victoria,
Australia
May 18 2012
Same Day
",Ship Mode,Balance Due,,"$6,546.20",5799,654.62,198.28
2291,"Liz Preis
Ship To","Bogotá, Bogota,
Colombia
Apr 03 2012
Same Day
",Ship Mode,Balance Due,,,,,
2293,"Liz Preis
Ship To","Bogotá, Bogota,
Colombia
Apr 03 2012
Same Day
",Ship Mode,Balance Due,,"$3,515.91",3695,7.03,126.77
6880,"Liz Preis
Ship To","Petapa, Guatemala,
Guatemala
Jul 26 2012
First Class
",Ship Mode,Balance Due,,,,,
14130,"Liz Thompson
Ship To","Nanterre, Ile",Ship Mode,Balance Due,,"$7,556.98",5746,755.70,89.18
19562,"Liz Thompson
Ship To","Hamburg, Hamburg,
Germany
Dec 05 2012
Same Day
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-3147",30,636.30,151.11
14466,"Logan Currie
Ship To","Ponferrada, Castile
and León, Spain
Jan 02 2013
First Class
",Ship Mode,Balance Due,,"Storage, Office Supplies, OFF-ST-6047",04,716.04,71.60
13043,"Logan Haushalter
Ship To","Amadora, Lisboa,
Portugal
Dec 12 2012
Standard Class
",Ship Mode,Balance Due,,,,,
21828,"Logan Haushalter
Ship To","Goyang, Gyeonggi,
South Korea
Aug 02 2012
Standard Class
",Ship Mode,Balance Due,,,,,
11244,"Lori Olson
Ship To","Stockholm,
Stockholm, Sweden
Nov 30 2012
First Class
",Ship Mode,Balance Due,,"$1,260.53",2902,630.27,69.75
16506,"Lycoris Saunders
Ship To","Madrid, Madrid,
Spain
Dec 25 2012
Second Class
",Ship Mode,Balance Due,,"$2,857.68",6048,285.77,76.64
45794,"Magdelene Morse
Ship To","Jizan, Jizan, Saudi
Arabia
Dec 26 2012
Second Class
",Ship Mode,Balance Due,,,,,
45797,"Magdelene Morse
Ship To","Jizan, Jizan, Saudi
Arabia
Dec 26 2012
Second Class
",Ship Mode,Balance Due,,,,,
45798,"Magdelene Morse
Ship To","Jizan, Jizan, Saudi
Arabia
Dec 26 2012
Second Class
",Ship Mode,Balance Due,,,,,
17047,"Marc Crier
Ship To","Lille, Nord",Ship Mode,Balance Due,,"$2,513.59",4957,251.36,200.35
18843,"Marc Harrigan
Ship To","Leuven, Flemish
Brabant, Belgium
Jan 22 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15492,"Maria Etezadi
Ship To","Pulheim, North
Rhine",Ship Mode,Balance Due,,"$3,018.60",6248,301.86,66.84
24429,"Maria Zettner
Ship To","Gold Coast,
Queensland,
Australia
Mar 07 2013
First Class
",Ship Mode,Balance Due,,"$1,845.94",4682,184.59,109.26
1259,"Maribeth Dona
Ship To","Cuernavaca, Morelos,
Mexico
Oct 20 2012
Second Class
",Ship Mode,Balance Due,,"$5,265.95",3688,10.53,125.62
2080,"Maribeth Dona
Ship To","Medellín, Antioquia,
Colombia
Nov 09 2012
Second Class
",Ship Mode,Balance Due,,,,,
25420,"Maris LaWare
Ship To","Guilin, Guangxi,
China
Dec 12 2012
Standard Class
",Ship Mode,Balance Due,,,,,
6646,"Mark Cousins
Ship To","Lima, Lima ",Ship Mode,Balance Due,,"$1,349.10",5795,539.64,69.43
8050,"Mark Cousins
Ship To","Durango, Durango,
Mexico
Jul 25 2012
Standard Class
",Ship Mode,Balance Due,,"$4,362.76",3588,8.73,108.91
23849,"Mark Van Huff
Ship To","Singapore,
Singapore, Singapore
Oct 31 2012
Same Day
",Ship Mode,Balance Due,,,,,
6793,"MaryBeth Skach
Ship To","Guacara, Carabobo,
Venezuela
Nov 08 2012
Standard Class
",Ship Mode,Balance Due,,"$1,099.57",81,83.45,554.69
16091,"Mathew Reese
Ship To",Reggio nell,Ship Mode,Balance Due,,,,,
28870,"Matt Connell
Ship To","Perth, Western
Australia, Australia
Dec 11 2012
Standard Class
",Ship Mode,Balance Due,,"$3,338.33",3624,333.83,106.29
15780,"Matt Hagelstein
Ship To","Cork, Cork, Ireland
May 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
13682,"Matthew Grinstein
Ship To","Lunel, Languedoc",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5249",46,589.46,88.42
13684,"Matthew Grinstein
Ship To","Lunel, Languedoc",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-4532",27,428.27,42.83
19057,"Maureen Fritzler
Ship To",Marly,Ship Mode,Balance Due,,"$2,224.42",3807,333.66,99.39
24811,"Maureen Gastineau
Ship To","Mumbai,
Maharashtra, India
Nov 06 2012
First Class
",Ship Mode,Balance Due,,"$1,387.68",5248,693.84,148.90
47346,"Maureen Gnade
Ship To","Mecca, Makkah,
Saudi Arabia
Mar 06 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30900,"Max Jones
Ship To","Newcastle, New
South Wales,
Australia
Dec 04 2012
Standard Class
",Ship Mode,Balance Due,,,,,
5179,"Max Jones
Ship To","Chihuahua,
Chihuahua, Mexico
Oct 14 2012
First Class
",Ship Mode,Balance Due,,"$1,018.20",5993,2.04,80.62
22665,"Maya Herman
Ship To","Bandung, Jawa
Barat, Indonesia
Nov 08 2012
First Class
",Ship Mode,Balance Due,,"$2,711.11",6261,460.89,153.25
42343,"Maya Herman
Ship To","Soweto, Gauteng,
South Africa
Nov 16 2012
First Class
",Ship Mode,Balance Due,,,,,
42986,Meg O,"Istanbul, Istanbul,
Turkey
Nov 22 2012
Second Class
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-5787",82,625.82,375.49
22530,"Meg Tillman
Ship To","Shanghai, Shanghai,
China
Jul 31 2012
First Class
",Ship Mode,Balance Due,,,,,
22532,"Meg Tillman
Ship To","Shanghai, Shanghai,
China
Jul 31 2012
First Class
",Ship Mode,Balance Due,,,,,
14388,"Melanie Seite
Ship To","London, England,
United Kingdom
Jul 13 2012
First Class
",Ship Mode,Balance Due,,"$4,427.46",3146,442.75,204.65
14389,"Melanie Seite
Ship To","London, England,
United Kingdom
Jul 13 2012
First Class
",Ship Mode,Balance Due,,"$3,825.36",5511,382.54,324.98
21912,"Michael Chen
Ship To","Jakarta, Jakarta,
Indonesia
Jul 26 2012
Standard Class
",Ship Mode,Balance Due,,"$2,471.58",5998,173.01,84.76
22559,"Michael Dominguez
Ship To","Jakarta, Jakarta,
Indonesia
Feb 26 2012
Second Class
",Ship Mode,Balance Due,,"Machines, Technology, TEC-MA-4211",34,862.34,146.60
8861,"Michael Dominguez
Ship To","Panama City,
Panama, Panama
Dec 06 2012
Second Class
",Ship Mode,Balance Due,,,,,
15743,"Michael Grace
Ship To","Genk, Limburg,
Belgium
Nov 30 2012
Standard Class
",Ship Mode,Balance Due,,,,,
20876,"Michael Grace
Ship To","Wagga Wagga, New
South Wales,
Australia
Sep 23 2012
Second Class
",Ship Mode,Balance Due,,,,,
4853,"Michael Granlund
Ship To","Tegucigalpa,
Francisco Morazán,
Honduras
Sep 20 2012
Standard Class
",Ship Mode,Balance Due,,,,,
6029,"Michael Kennedy
Ship To","Caracas, Distrito
Capital, Venezuela
Aug 30 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27369,"Michael Nguyen
Ship To","Hefei, Anhui, China
Aug 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27371,"Michael Nguyen
Ship To","Hefei, Anhui, China
Aug 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27372,"Michael Nguyen
Ship To","Hefei, Anhui, China
Aug 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
8367,"Michael Stewart
Ship To","Baruta, Miranda,
Venezuela
Oct 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
22561,"Michelle Arnett
Ship To","Medan, Sumatera
Utara, Indonesia
Feb 09 2013
First Class
",Ship Mode,Balance Due,,,,,
22563,"Michelle Arnett
Ship To","Medan, Sumatera
Utara, Indonesia
Feb 09 2013
First Class
",Ship Mode,Balance Due,,"$3,250.31",4523,877.58,86.67
43317,"Michelle Arnett
Ship To","Luanda, Luanda,
Angola
Jan 20 2012
Same Day
",Ship Mode,Balance Due,,,,,
19153,"Michelle Ellison
Ship To","Coslada, Madrid,
Spain
Feb 10 2012
Standard Class
",Ship Mode,Balance Due,,,,,
28863,"Michelle Ellison
Ship To","Yantai, Shandong,
China
Feb 17 2013
Standard Class
",Ship Mode,Balance Due,,,,,
15665,"Michelle Lonsdale
Ship To","Stockholm,
Stockholm, Sweden
May 09 2012
Second Class
",Ship Mode,Balance Due,,,,,
18564,"Michelle Lonsdale
Ship To",Aix,Ship Mode,Balance Due,,,,,
21566,"Michelle Lonsdale
Ship To","Brisbane,
Queensland,
Australia
Feb 18 2012
Second Class
",Ship Mode,Balance Due,,"$4,125.60",3785,412.56,161.63
19839,"Michelle Moray
Ship To","Herford, North Rhine",Ship Mode,Balance Due,,,,,
49461,"Michelle Tran
Ship To","Gaziantep,
Gaziantep, Turkey
Jun 06 2012
Standard Class
",Ship Mode,Balance Due,,,,,
7142,"Mick Brown
Ship To","San Luis Potosí, San
Luis Potosí, Mexico
Dec 19 2012
Second Class
",Ship Mode,Balance Due,,"$1,987.34",3626,397.47,78.42
12932,"Mick Hernandez
Ship To","Turin, Piedmont, Italy
Dec 27 2012
Second Class
",Ship Mode,Balance Due,,,,,
16113,"Mike Caudle
Ship To","Warrington, England,
United Kingdom
May 31 2012
Second Class
",Ship Mode,Balance Due,,,,,
1398,"Mike Gockenbach
Ship To","Arica, Arica y
Parinacota, Chile
Feb 14 2013
First Class
",Ship Mode,Balance Due,,,,,
21077,"Mike Kennedy
Ship To","Seoul, Seoul, South
Korea
Oct 31 2012
First Class
",Ship Mode,Balance Due,,"$1,133.04",5693,566.52,83.34
14954,"Mike Pelletier
Ship To","Bordeaux, Aquitaine",Ship Mode,Balance Due,,"$1,254.55",3780,439.09,206.61
25451,"Mike Pelletier
Ship To","Yuci, Shanxi, China
Jun 30 2012
Second Class
",Ship Mode,Balance Due,,,,,
25452,"Mike Pelletier
Ship To","Yuci, Shanxi, China
Jun 30 2012
Second Class
",Ship Mode,Balance Due,,"$1,245.72",3760,373.72,91.18
24650,"Mike Vittorini
Ship To","Nellore, Andhra
Pradesh, India
Mar 20 2012
Standard Class
",Ship Mode,Balance Due,,,,,
29281,"Mike Vittorini
Ship To","Tongi, Dhaka,
Bangladesh
Mar 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
24643,"Mitch Gastineau
Ship To","Guangzhou,
Guangdong, China
Oct 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
26887,"Mitch Gastineau
Ship To","Thane, Maharashtra,
India
Feb 23 2012
First Class
",Ship Mode,Balance Due,,,,,
26889,"Mitch Gastineau
Ship To","Thane, Maharashtra,
India
Feb 23 2012
First Class
",Ship Mode,Balance Due,,,,,
49573,"Mitch Webber
Ship To","Salavat,
Bashkortostan,
Russia
Aug 02 2012
Second Class
",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-4735",69,525.69,79.42
25885,"Mitch Willingham
Ship To","Lahore, Punjab,
Pakistan
Dec 20 2012
First Class
",Ship Mode,Balance Due,,,,,
6812,"Mitch Willingham
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
Mar 02 2012
Second Class
",Ship Mode,Balance Due,,"$2,255.62",5441,451.12,70.49
22493,"Muhammed Lee
Ship To","Bundaberg,
Queensland,
Australia
Jul 24 2012
Standard Class
",Ship Mode,Balance Due,,"$7,157.70",4577,715.77,129.06
14005,"Muhammed
MacIntyre
Ship To","Bremen, Bremen,
Germany
May 02 2012
Second Class
",Ship Mode,Balance Due,,,,,
50543,"Muhammed
MacIntyre
Ship To","Ufa, Bashkortostan,
Russia
Feb 14 2012
Second Class
",Ship Mode,Balance Due,,,,,
50544,"Muhammed
MacIntyre
Ship To","Ufa, Bashkortostan,
Russia
Feb 14 2012
Second Class
",Ship Mode,Balance Due,,,,,
50545,"Muhammed
MacIntyre
Ship To","Ufa, Bashkortostan,
Russia
Feb 14 2012
Second Class
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-3599",96,594.96,82.46
20102,"Muhammed Yedwab
Ship To","Innsbruck, Tyrol,
Austria
Sep 08 2012
Standard Class
",Ship Mode,Balance Due,,,,,
41346,"Muhammed Yedwab
Ship To","Istanbul, Istanbul,
Turkey
Aug 16 2012
First Class
",Ship Mode,Balance Due,,,,,
42414,"Nat Gilpin
Ship To","Monrovia,
Montserrado, Liberia
Dec 19 2012
Same Day
",Ship Mode,Balance Due,,"Storage, Office Supplies, OFF-ST-4057",48,513.48,90.23
14653,"Natalie DeCherney
Ship To","London, England,
United Kingdom
Feb 13 2013
Second Class
",Ship Mode,Balance Due,,"$6,891.26",6006,689.13,147.45
14655,"Natalie DeCherney
Ship To","London, England,
United Kingdom
Feb 13 2013
Second Class
",Ship Mode,Balance Due,,"$5,574.10",5966,557.41,181.95
13689,"Natalie Fritzler
Ship To","Halmstad, Halland,
Sweden
Jun 14 2012
First Class
",Ship Mode,Balance Due,,,,,
41793,"Natalie Fritzler
Ship To","Lusaka, Lusaka,
Zambia
Dec 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
1235,"Natalie Webber
Ship To","Coacalco, México,
Mexico
Sep 12 2012
Standard Class
",Ship Mode,Balance Due,,"$4,422.38",3421,884.48,80.53
20418,"Natalie Webber
Ship To","Jieshou, Anhui,
China
Nov 21 2012
First Class
",Ship Mode,Balance Due,,,,,
49997,"Natalie Webber
Ship To","Abidjan, Lagunes,
Cote d",Ship Mode,Balance Due,,,,,
23980,"Nathan Gelder
Ship To","Chennai, Tamil Nadu,
India
Feb 14 2013
First Class
",Ship Mode,Balance Due,,,,,
23981,"Nathan Gelder
Ship To","Chennai, Tamil Nadu,
India
Feb 14 2013
First Class
",Ship Mode,Balance Due,,"Chairs, Furniture, FUR-CH-5759",12,993.12,78.13
24566,"Nathan Gelder
Ship To","Shanghai, Shanghai,
China
Dec 08 2012
Standard Class
",Ship Mode,Balance Due,,,,,
41883,"Nathan Gelder
Ship To","Chelyabinsk,
Chelyabinsk, Russia
Mar 30 2012
Same Day
",Ship Mode,Balance Due,,,,,
29557,"Nathan Mautz
Ship To",Xi,Ship Mode,Balance Due,,,,,
1815,"Neola Schneider
Ship To","Puebla, Puebla,
Mexico
Nov 10 2012
Standard Class
",Ship Mode,Balance Due,,,,,
27921,"Neoma Murray
Ship To","Parbhani,
Maharashtra, India
Jul 11 2012
Standard Class
",Ship Mode,Balance Due,,,,,
4597,"Neoma Murray
Ship To","Monterrey, Nuevo
León, Mexico
Jan 09 2013
Standard Class
",Ship Mode,Balance Due,,,,,
19014,"Nick Zandusky
Ship To","Hastings, England,
United Kingdom
Jul 21 2012
Second Class
",Ship Mode,Balance Due,,,,,
20626,"Nicole Fjeld
Ship To","Kunming, Yunnan,
China
Jan 08 2012
Second Class
",Ship Mode,Balance Due,,,,,
30934,"Nicole Hansen
Ship To","Wellington,
Wellington, New
Zealand
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30935,"Nicole Hansen
Ship To","Wellington,
Wellington, New
Zealand
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30936,"Nicole Hansen
Ship To","Wellington,
Wellington, New
Zealand
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30938,"Nicole Hansen
Ship To","Wellington,
Wellington, New
Zealand
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25678,"Noah Childs
Ship To","Dhaka, Dhaka,
Bangladesh
May 12 2012
Standard Class
",Ship Mode,Balance Due,,,,,
28364,"Noah Childs
Ship To","Allahabad, Uttar
Pradesh, India
Oct 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17907,"Nona Balk
Ship To","Hamburg, Hamburg,
Germany
Oct 12 2012
Same Day
",Ship Mode,Balance Due,,"$6,398.68",6049,639.87,427.24
13789,"Nora Preis
Ship To","Fuengirola,
Andalusía, Spain
Nov 24 2012
Standard Class
",Ship Mode,Balance Due,,,,,
11581,"Odella Nelson
Ship To","Paris, Ile",Ship Mode,Balance Due,,"$4,045.46",3647,404.55,95.76
14070,"Odella Nelson
Ship To","Muret, Languedoc",Ship Mode,Balance Due,,,,,
21740,"Odella Nelson
Ship To","Brisbane,
Queensland,
Australia
Jun 08 2012
Standard Class
",Ship Mode,Balance Due,,"$2,980.80",5794,298.08,131.23
4173,"Pamela Coakley
Ship To","San Pedro de
Macorís, San Pedro
de Macorís,
Dominican Republic
Sep 29 2012
Second Class
",Ship Mode,Balance Due,,"$1,155.78",4505,231.16,81.81
14176,"Pamela Stobb
Ship To","Madrid, Madrid,
Spain
Aug 20 2012
Same Day
",Ship Mode,Balance Due,,,,,
19569,"Pamela Stobb
Ship To","Vienna, Vienna,
Austria
Jul 15 2012
Second Class
",Ship Mode,Balance Due,,,,,
5890,"Parhena Norris
Ship To","León, Guanajuato,
Mexico
Aug 23 2012
Standard Class
",Ship Mode,Balance Due,,,,,
379,"Patricia Hirasaki
Ship To","Ijuí, Rio Grande do
Sul, Brazil
Sep 08 2012
Standard Class
",Ship Mode,Balance Due,,,,,
17603,"Patrick Bzostek
Ship To","Duisburg, North
Rhine",Ship Mode,Balance Due,,"$1,487.81",3890,148.78,83.75
1379,"Patrick Gardner
Ship To","Frontera, Tabasco,
Mexico
Oct 26 2012
Standard Class
",Ship Mode,Balance Due,,,,,
48020,"Patrick Gardner
Ship To","Chipata, Eastern,
Zambia
Jan 19 2012
First Class
",Ship Mode,Balance Due,,,,,
28726,"Patrick Jones
Ship To","Geelong, Victoria,
Australia
Oct 20 2012
Standard Class
",Ship Mode,Balance Due,,"$5,210.78",3901,521.08,105.66
